,tic,date,high,low,open,close,adjcp,zopen,zhigh,zlow,zadjcp,zclose,zd_5,zd_10,zd_15,zd_20,zd_25,zd_30
0,BTC,2013-04-29 23:59:59,147.48800659179688,134.0,134.44400024414062,144.5399932861328,144.5399932861328,-0.06984913180399877,0.020395831206579285,-0.07292094766648938,0.0,-0.038328445713746384,0.23476212835677757,0.029591584945788618,-0.012624205338786831,-0.05328346346758184,-0.06683155151539544,-0.06635246178284482
1,BTC,2013-04-30 23:59:59,146.92999267578125,134.0500030517578,144.0,139.0,139.0,0.03597122302158273,0.05705030702000902,-0.03561148883627474,0.0,-0.038328445713746384,0.23476212835677757,0.029591584945788618,-0.012624205338786831,-0.05328346346758184,-0.06683155151539544,-0.06635246178284482
2,BTC,2013-05-01 23:59:59,139.88999938964844,107.72000122070312,139.0,116.98999786376952,116.98999786376952,0.18813575979256192,0.19574324253381992,-0.07923751442290783,0.0,-0.15834533910957183,0.23476212835677757,0.029591584945788618,-0.012624205338786831,-0.05328346346758184,-0.06683155151539544,-0.06635246178284482
3,BTC,2013-05-02 23:59:59,125.5999984741211,92.28189849853516,116.37999725341795,105.20999908447266,105.20999908447266,0.10616859867071149,0.19380286633476151,-0.12287901053546801,0.0,-0.10069235827334777,0.23476212835677757,0.029591584945788618,-0.012624205338786831,-0.05328346346758184,-0.06683155151539544,-0.06635246178284482
4,BTC,2013-05-03 23:59:59,108.12799835205078,79.0999984741211,106.25,97.75,97.75,0.08695652173913038,0.1061687810951486,-0.19079285448469474,0.0,-0.07090579934786478,0.23476212835677757,0.029591584945788618,-0.012624205338786831,-0.05328346346758184,-0.06683155151539544,-0.06635246178284482
5,BTC,2013-05-04 23:59:59,115.0,92.5,98.0999984741211,112.5,112.5,-0.1280000135633681,0.022222222222222143,-0.1777777777777778,0.0,0.15089514066496168,0.015911105685763927,0.029591584945788618,-0.012624205338786831,-0.05328346346758184,-0.06683155151539544,-0.06635246178284482
6,BTC,2013-05-05 23:59:59,118.8000030517578,107.14299774169922,112.9000015258789,115.91000366210938,115.91000366210938,-0.025968441386689634,0.024933131725826563,-0.0756363182074169,0.0,0.03031114366319443,-0.05381764595766503,0.029591584945788618,-0.012624205338786831,-0.05328346346758184,-0.06683155151539544,-0.06635246178284482
7,BTC,2013-05-06 23:59:59,124.66300201416016,106.63999938964844,115.9800033569336,112.3000030517578,112.3000030517578,0.032769369591911124,0.11008903496382261,-0.0504007436179742,0.0,-0.031144858047586155,-0.03175424572736918,0.029591584945788618,-0.012624205338786831,-0.05328346346758184,-0.06683155151539544,-0.06635246178284482
8,BTC,2013-05-07 23:59:59,113.44400024414062,97.6999969482422,112.25,111.5,111.5,0.006726457399103047,0.017434979768077286,-0.12376684351352285,0.0,-0.007123802582526206,-0.01352465163431893,0.029591584945788618,-0.012624205338786831,-0.05328346346758184,-0.06683155151539544,-0.06635246178284482
9,BTC,2013-05-08 23:59:59,115.77999877929688,109.5999984741211,109.5999984741211,113.56600189208984,113.56600189208984,-0.03492245347984724,0.01949524373774092,-0.03492245347984724,0.0,0.018529164951478494,-0.003617281264235994,0.029591584945788618,-0.012624205338786831,-0.05328346346758184,-0.06683155151539544,-0.06635246178284482
10,BTC,2013-05-09 23:59:59,113.45999908447266,109.26000213623048,113.1999969482422,112.66999816894533,112.66999816894533,0.004703992082276898,0.007011635114635872,-0.030265342044309418,0.0,-0.007889717945656738,0.0046081760404097505,0.00949322997028279,-0.012624205338786831,-0.05328346346758184,-0.06683155151539544,-0.06635246178284482
11,BTC,2013-05-10 23:59:59,122.0,111.5510025024414,112.79900360107422,117.1999969482422,117.1999969482422,-0.03755113875226079,0.04095565850464622,-0.04819961256735783,0.0,0.04020590088680276,-0.03202045250643204,-0.04812625450489083,-0.012624205338786831,-0.05328346346758184,-0.06683155151539544,-0.06635246178284482
12,BTC,2013-05-11 23:59:59,118.6790008544922,113.01000213623048,117.6999969482422,115.24299621582033,115.24299621582033,0.02132017400710895,0.029815301159275,-0.019376397290192138,0.0,-0.016697958902559762,-0.01047523589667898,-0.03347792438727781,-0.012624205338786831,-0.05328346346758184,-0.06683155151539544,-0.06635246178284482
