,date,close,tic,open,high,low,adjcp,zopen,zhigh,zlow,zadjcp,zclose,zd_5,zd_10,zd_15,zd_20,zd_25,zd_30
0,2000-01-04,0.120774405487989,YUAN,0.120774405487989,0.120774405487989,0.120774405487989,0.120774405487989,0.0,0.0,0.0,0.0,-1.2077440548541318e-05,-0.004914197155773,-0.005947185335496,-0.0052627753346653,-0.0039421990386453,-0.0041238278717645,-0.0033505526492999
1,2000-01-05,0.120775864151308,YUAN,0.120775864151308,0.120775864151308,0.120775864151308,0.120775864151308,0.0,0.0,0.0,0.0,1.2077586415193409e-05,-0.004914197155773,-0.005947185335496,-0.0052627753346653,-0.0039421990386453,-0.0041238278717645,-0.0033505526492999
2,2000-01-06,0.1207773228498617,YUAN,0.1207773228498617,0.1207773228498617,0.1207773228498617,0.1207773228498617,0.0,0.0,0.0,0.0,1.2077732284954124e-05,-0.004914197155773,-0.005947185335496,-0.0052627753346653,-0.0039421990386453,-0.0041238278717645,-0.0033505526492999
3,2000-01-07,0.1207816991569437,YUAN,0.1207816991569437,0.1207816991569437,0.1207816991569437,0.1207816991569437,0.0,0.0,0.0,0.0,3.6234509746879695e-05,-3.8648218183667815e-05,-0.005947185335496,-0.0052627753346653,-0.0039421990386453,-0.0041238278717645,-0.0033505526492999
4,2000-01-10,0.1207816991569437,YUAN,0.1207816991569437,0.1207816991569437,0.1207816991569437,0.1207816991569437,0.0,0.0,0.0,0.0,0.0,-2.898614905166852e-05,-0.005947185335496,-0.0052627753346653,-0.0039421990386453,-0.0041238278717645,-0.0033505526492999
5,2000-01-11,0.1207802403526783,YUAN,0.1207802403526783,0.1207802403526783,0.1207802403526783,0.1207802403526783,0.0,0.0,0.0,0.0,-1.2078024035022672e-05,-7.246376796943288e-06,-0.005947185335496,-0.0052627753346653,-0.0039421990386453,-0.0041238278717645,-0.0033505526492999
6,2000-01-12,0.1207787815836513,YUAN,0.1207787815836513,0.1207787815836513,0.1207787815836513,0.1207787815836513,0.0,0.0,0.0,0.0,-1.207787815915573e-05,9.662594282922043e-06,-0.005947185335496,-0.0052627753346653,-0.0039421990386453,-0.0041238278717645,-0.0033505526492999
7,2000-01-13,0.120775864151308,YUAN,0.120775864151308,0.120775864151308,0.120775864151308,0.120775864151308,0.0,0.0,0.0,0.0,-2.415517282949864e-05,3.140303754944895e-05,-0.005947185335496,-0.0052627753346653,-0.0039421990386453,-0.0041238278717645,-0.0033505526492999
8,2000-01-14,0.1207773228498617,YUAN,0.1207773228498617,0.1207773228498617,0.1207773228498617,0.1207773228498617,0.0,0.0,0.0,0.0,1.2077732284954124e-05,1.2078169911999836e-05,4.8315305380963736e-06,-0.0052627753346653,-0.0039421990386453,-0.0041238278717645,-0.0033505526492999
9,2000-01-18,0.1207831579964489,YUAN,0.1207831579964489,0.1207831579964489,0.1207831579964489,0.1207831579964489,0.0,0.0,0.0,0.0,4.831326319809648e-05,-3.381770875188206e-05,-3.744083880963256e-05,-0.0052627753346653,-0.0039421990386453,-0.0041238278717645,-0.0033505526492999
10,2000-01-19,0.1207773228498617,YUAN,0.1207773228498617,0.1207773228498617,0.1207773228498617,0.1207773228498617,0.0,0.0,0.0,0.0,-4.8310929139372405e-05,9.66271098801208e-06,1.3286103608844968e-05,-0.0052627753346653,-0.0039421990386453,-0.0041238278717645,-0.0033505526492999
11,2000-01-20,0.1207816991569437,YUAN,0.1207816991569437,0.1207816991569437,0.1207816991569437,0.1207816991569437,0.0,0.0,0.0,0.0,3.6234509746879695e-05,-2.1739684713972807e-05,-1.8116540077550702e-05,-0.0052627753346653,-0.0039421990386453,-0.0041238278717645,-0.0033505526492999
12,2000-01-21,0.1207802403526783,YUAN,0.1207802403526783,0.1207802403526783,0.1207802403526783,0.1207802403526783,0.0,0.0,0.0,0.0,-1.2078024035022672e-05,-2.415225525242981e-06,-3.623042519884656e-06,-0.0052627753346653,-0.0039421990386453,-0.0041238278717645,-0.0033505526492999
13,2000-01-24,0.1207889937068934,YUAN,0.1207889937068934,0.1207889937068934,0.1207889937068934,0.1207889937068934,0.0,0.0,0.0,0.0,7.247339622384885e-05,-5.5558823053747375e-05,-7.005183921826585e-05,-7.971347073343349e-05,-0.0039421990386453,-0.0041238278717645,-0.0033505526492999
14,2000-01-25,0.1207933708598072,YUAN,0.1207933708598072,0.1207933708598072,0.1207933708598072,0.1207933708598072,0.0,0.0,0.0,0.0,3.623801125796078e-05,-7.488386577791939e-05,-9.662346295036262e-05,-0.0001062852111604,-0.0039421990386453,-0.0041238278717645,-0.0033505526492999
15,2000-01-26,0.1207992075571984,YUAN,0.1207992075571984,0.1207992075571984,0.1207992075571984,0.1207992075571984,0.0,0.0,0.0,0.0,4.8319683022768345e-05,-8.696439907707187e-05,-0.0001292347114589,-0.0001409096581295,-0.0039421990386453,-0.0041238278717645,-0.0033505526492999
16,2000-01-27,0.1207977483299711,YUAN,0.1207977483299711,0.1207977483299711,0.1207977483299711,0.1207977483299711,0.0,0.0,0.0,0.0,-1.2079774833084755e-05,-4.831355502976642e-05,-0.0001014551102423,-0.0001167538531361,-0.0039421990386453,-0.0041238278717645,-0.0033505526492999
17,2000-01-28,0.1208006668196808,YUAN,0.1208006668196808,0.1208006668196808,0.1208006668196808,0.1208006668196808,0.0,0.0,0.0,0.0,2.416013336370426e-05,-3.865347016329679e-05,-0.0001050803118929,-0.0001280276676441,-0.0039421990386453,-0.0041238278717645,-0.0033505526492999
18,2000-01-31,0.1208065042221873,YUAN,0.1208065042221873,0.1208065042221873,0.1208065042221873,0.1208065042221873,0.0,0.0,0.0,0.0,4.8322601689188005e-05,-5.798251065569637e-05,-0.0001292400365424,-0.0001626531554701,-0.0001829821593912,-0.0041238278717645,-0.0033505526492999
19,2000-02-01,0.1208108826443086,YUAN,0.1208108826443086,0.1208108826443086,0.1208108826443086,0.1208108826443086,0.0,0.0,0.0,0.0,3.624326479334528e-05,-6.523195151686423e-05,-0.0001425285038787,-0.0001827849853148,-0.0002047243753294,-0.0041238278717645,-0.0033505526492999
20,2000-02-02,0.120812342188878,YUAN,0.120812342188878,0.120812342188878,0.120812342188878,0.120812342188878,0.0,0.0,0.0,0.0,1.2081234218808136e-05,-5.5568394347838e-05,-0.0001256213127596,-0.0001771494300859,-0.000201102317587,-0.0041238278717645,-0.0033505526492999
21,2000-02-03,0.1208006668196808,YUAN,0.1208006668196808,0.1208006668196808,0.1208006668196808,0.1208006668196808,0.0,0.0,0.0,0.0,-9.664053345614931e-05,4.590801865833605e-05,-1.3281959401867384e-05,-6.843879964624211e-05,-9.420593189657378e-05,-0.0041238278717645,-0.0033505526492999
22,2000-02-04,0.1207904527226167,YUAN,0.1207904527226167,0.1207904527226167,0.1207904527226167,0.1207904527226167,0.0,0.0,0.0,0.0,-8.455331690648826e-05,0.0001135602740811,7.973200106836664e-05,2.416760418788577e-05,-4.218451691628822e-06,-0.0041238278717645,-0.0033505526492999
23,2000-02-07,0.1207904527226167,YUAN,0.1207904527226167,0.1207904527226167,0.1207904527226167,0.1207904527226167,0.0,0.0,0.0,0.0,0.0,8.698284315222793e-05,8.093989100532717e-05,3.141424355868061e-05,-5.950007170296701e-07,-2.2698887949368363e-05,-0.0033505526492999
24,2000-02-08,0.1207904527226167,YUAN,0.1207904527226167,0.1207904527226167,0.1207904527226167,0.1207904527226167,0.0,0.0,0.0,0.0,0.0,5.315579601172793e-05,7.852402358810018e-05,3.5440348825410695e-05,3.028450257680504e-06,-1.7867853383313204e-05,-0.0033505526492999
25,2000-02-09,0.1207904527226167,YUAN,0.1207904527226167,0.1207904527226167,0.1207904527226167,0.1207904527226167,0.0,0.0,0.0,0.0,0.0,1.6912093354859437e-05,7.12760711345517e-05,4.268698819620553e-05,7.255758670110524e-06,-1.255377954179071e-05,-0.0033505526492999
26,2000-02-10,0.1207904527226167,YUAN,0.1207904527226167,0.1207904527226167,0.1207904527226167,0.1207904527226167,0.0,0.0,0.0,0.0,0.0,2.220446049250313e-16,6.52361837178983e-05,4.7518256162337735e-05,1.2086909933373136e-05,-7.722744975957596e-06,-0.0033505526492999
27,2000-02-11,0.1207904527226167,YUAN,0.1207904527226167,0.1207904527226167,0.1207904527226167,0.1207904527226167,0.0,0.0,0.0,0.0,0.0,2.220446049250313e-16,5.67801370405796e-05,5.3154667378763065e-05,1.8125703140858818e-05,-3.3747613532586485e-06,-0.0033505526492999
28,2000-02-14,0.1208035854504161,YUAN,0.1208035854504161,0.1208035854504161,0.1208035854504161,0.1208035854504161,0.0,0.0,0.0,0.0,0.0001087232269056,-8.69691259605121e-05,-5.435357314309552e-05,-4.750991901003587e-05,-7.971771572412578e-05,-0.0001048388999794,-0.00012400137747
