,index,Unnamed: 0.1,Unnamed: 0,system_time,midpoint,spread,buys,sells,bids_distance_0,bids_distance_1,bids_distance_2,bids_distance_3,bids_distance_4,bids_distance_5,bids_distance_6,bids_distance_7,bids_distance_8,bids_distance_9,bids_distance_10,bids_distance_11,bids_distance_12,bids_distance_13,bids_distance_14,bids_notional_0,bids_notional_1,bids_notional_2,bids_notional_3,bids_notional_4,bids_notional_5,bids_notional_6,bids_notional_7,bids_notional_8,bids_notional_9,bids_notional_10,bids_notional_11,bids_notional_12,bids_notional_13,bids_notional_14,bids_cancel_notional_0,bids_cancel_notional_1,bids_cancel_notional_2,bids_cancel_notional_3,bids_cancel_notional_4,bids_cancel_notional_5,bids_cancel_notional_6,bids_cancel_notional_7,bids_cancel_notional_8,bids_cancel_notional_9,bids_cancel_notional_10,bids_cancel_notional_11,bids_cancel_notional_12,bids_cancel_notional_13,bids_cancel_notional_14,bids_limit_notional_0,bids_limit_notional_1,bids_limit_notional_2,bids_limit_notional_3,bids_limit_notional_4,bids_limit_notional_5,bids_limit_notional_6,bids_limit_notional_7,bids_limit_notional_8,bids_limit_notional_9,bids_limit_notional_10,bids_limit_notional_11,bids_limit_notional_12,bids_limit_notional_13,bids_limit_notional_14,bids_market_notional_0,bids_market_notional_1,bids_market_notional_2,bids_market_notional_3,bids_market_notional_4,bids_market_notional_5,bids_market_notional_6,bids_market_notional_7,bids_market_notional_8,bids_market_notional_9,bids_market_notional_10,bids_market_notional_11,bids_market_notional_12,bids_market_notional_13,bids_market_notional_14,asks_distance_0,asks_distance_1,asks_distance_2,asks_distance_3,asks_distance_4,asks_distance_5,asks_distance_6,asks_distance_7,asks_distance_8,asks_distance_9,asks_distance_10,asks_distance_11,asks_distance_12,asks_distance_13,asks_distance_14,asks_notional_0,asks_notional_1,asks_notional_2,asks_notional_3,asks_notional_4,asks_notional_5,asks_notional_6,asks_notional_7,asks_notional_8,asks_notional_9,asks_notional_10,asks_notional_11,asks_notional_12,asks_notional_13,asks_notional_14,asks_cancel_notional_0,asks_cancel_notional_1,asks_cancel_notional_2,asks_cancel_notional_3,asks_cancel_notional_4,asks_cancel_notional_5,asks_cancel_notional_6,asks_cancel_notional_7,asks_cancel_notional_8,asks_cancel_notional_9,asks_cancel_notional_10,asks_cancel_notional_11,asks_cancel_notional_12,asks_cancel_notional_13,asks_cancel_notional_14,asks_limit_notional_0,asks_limit_notional_1,asks_limit_notional_2,asks_limit_notional_3,asks_limit_notional_4,asks_limit_notional_5,asks_limit_notional_6,asks_limit_notional_7,asks_limit_notional_8,asks_limit_notional_9,asks_limit_notional_10,asks_limit_notional_11,asks_limit_notional_12,asks_limit_notional_13,asks_limit_notional_14,asks_market_notional_0,asks_market_notional_1,asks_market_notional_2,asks_market_notional_3,asks_market_notional_4,asks_market_notional_5,asks_market_notional_6,asks_market_notional_7,asks_market_notional_8,asks_market_notional_9,asks_market_notional_10,asks_market_notional_11,asks_market_notional_12,asks_market_notional_13,asks_market_notional_14,OE_BTC,pct_return,key_indicator_filtered,pct_return_filtered,label,tic
397,397,397,397,2021-04-18 00:01:06.377516+00:00,60207.085,6.03,498867.6895357277,92941.06431829528,-5.007716390537098e-05,-6.585603841813281e-05,-6.685259722871706e-05,-7.183539855759591e-05,-8.761427307035774e-05,-0.0001080437650671,-0.0001082098533515,-0.0001221616985276,-0.0001288054336328,-0.0001613597414689,-0.0001641833368921,-0.0002081980928778,-0.0002284614893142,-0.0002334442833671,-0.0002450708125252,24683.669921875,594.8099975585938,594.8099975585938,66223.0390625,66221.9921875,301.0,20000.599609375,2912.85009765625,23121.859375,32040.650390625,96315.5234375,19998.599609375,6.019999980926514,8630.5498046875,3009.6201171875,0.0,0.0,0.0,0.0,0.0,3010.030029296875,0.0,0.0,3811222.75,688332.0,0.0,0.0,0.0,0.0,0.0,24683.669921875,594.8099975585938,594.8099975585938,66223.0390625,66221.9921875,3311.030029296875,20000.599609375,2912.85009765625,3838144.25,720380.5,96315.5234375,19998.599609375,6.019999980926514,8630.5498046875,3009.6201171875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3799.77001953125,7.829999923706055,0.0,0.0,0.0,0.0,0.0,5.007716390537098e-05,5.024325582780875e-05,0.0001736506528686,0.0001894295273814,0.0001922531228046,0.0001955749903572,0.0001982324902201,0.0002153401001123,0.0002241430483991,0.0002659985912032,0.0002661646867636,0.0002666629734449,0.0002836044877767,0.0003321037802379,0.0003409067285247,2300.030029296875,6928.02978515625,24689.189453125,81754.5078125,20006.609375,152.50999450683594,60.22000122070313,17093.849609375,4320.39013671875,3715.159912109375,20007.560546875,3011.159912109375,21672.69921875,933.4500122070312,921.47998046875,0.0,8822.3701171875,0.0,2300.35009765625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2300.030029296875,15963.400390625,24689.189453125,84998.3984375,20006.609375,152.50999450683594,60.22000122070313,17093.849609375,4320.39013671875,3715.159912109375,20007.560546875,3011.159912109375,21672.69921875,933.4500122070312,921.47998046875,0.0,213.009994506836,0.0,943.5499877929688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OE_BTC,0.0025810927297529,60125.72220452374,0.0001053224886422,2,default
398,398,398,398,2021-04-18 00:02:06.377516+00:00,60249.385,0.01,401787.7752699953,97500.4531902074,-8.298840015186215e-08,-2.489651933501591e-07,-4.390086178318597e-05,-4.406684092828073e-05,-7.709622150287032e-05,-7.726220064796507e-05,-0.0001024906741804,-0.0001237357064383,-0.0001253954687854,-0.0001575949718244,-0.0002058942191069,-0.0002080519188893,-0.0003413312952034,-0.0003488002403173,-0.0003496301360428,310823.375,157561.21875,5370.5498046875,21680.8203125,301.2200012207031,122394.5,80123.46875,361.4500122070313,20001.119140625,57609.8203125,19997.490234375,6.019999980926514,17213.630859375,4938.72998046875,622.780029296875,394879.5625,314494.46875,0.0,0.0,0.0,314327.0,0.0,0.0,0.0,389890.6875,0.0,0.0,0.0,0.0,0.0,715849.875,472055.6875,5370.5498046875,21680.8203125,301.2200012207031,436721.5,80123.46875,361.4500122070313,20001.119140625,451439.09375,19997.490234375,6.019999980926514,17213.630859375,4938.72998046875,622.780029296875,10146.900390625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3938.580078125,0.0,0.0,0.0,0.0,0.0,8.298840015186215e-08,2.489651933501591e-07,4.489672210183926e-05,9.15362033993006e-05,0.0001292129309149,0.0001504579704487,0.0001853130961535,0.0002093797374982,0.0002175125991925,0.0002176785637857,0.0002600026491563,0.0002638201112858,0.0002770982682704,0.0002903763961512,0.000297845370369,2144.610107421875,1873.760009765625,1988.3199462890625,1214.989990234375,66162.3671875,65.33000183105469,6746.27978515625,2952.840087890625,3717.590087890625,146.75,18292.919921875,916.030029296875,916.0399780273438,916.0599975585938,60.27000045776367,13724.83984375,0.0,0.0,0.0,0.0,0.0,66166.078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26841.830078125,1873.760009765625,1988.3199462890625,1214.989990234375,66162.3671875,0.0,72912.3671875,2952.840087890625,3717.590087890625,0.0,18292.919921875,916.030029296875,916.0399780273438,916.0599975585938,0.0,10972.3798828125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OE_BTC,0.0007025751205194,60139.2027746783,0.0002242063739159,2,default
399,399,399,399,2021-04-18 00:03:06.377516+00:00,60053.625,8.05,165687.03706530784,975745.8764848942,-6.702342943754047e-05,-8.334218000527471e-05,-0.0001006600359687,-0.0001529466389911,-0.0002027354785241,-0.000203068513656,-0.0002268805546918,-0.0002285457303514,-0.0002445314603392,-0.0002610167139209,-0.0002686765510588,-0.0003547662636265,-0.0004433537542354,-0.0004600055399349,-0.0004741595475934,24620.33984375,6841.10009765625,66052.34375,66048.8828125,93064.25,114014.6875,3002.0,124.44000244140624,2855.449951171875,596.0800170898438,4890.0400390625,10.729999542236328,6002.7001953125,10191.98046875,300.1300048828125,0.0,0.0,0.0,0.0,0.0,98415.21875,0.0,186354.734375,0.0,0.0,0.0,1100.3199462890625,0.0,7284.5498046875,0.0,24620.33984375,6923.6201171875,66052.34375,66048.8828125,93064.25,212429.90625,3002.0,186479.1875,2855.449951171875,596.0800170898438,4890.0400390625,1111.050048828125,6002.7001953125,17476.529296875,300.1300048828125,0.0,82.5199966430664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.702342943754047e-05,0.000187748868484,0.000191578772501,0.0002235502033727,0.0003526015207171,0.0003660894872155,0.0003967287484556,0.0003970617835875,0.0004167108854744,0.0004187091253697,0.0004953073221258,0.0005018014926463,0.0007294313982129,0.0007447510724887,0.0007630680338479,2690.590087890625,593.4400024414062,321.5199890136719,3003.35009765625,919.1400146484376,919.1599731445312,300.3900146484375,18235.98046875,76259.140625,108634.4296875,71973.8671875,88225.84375,78126.65625,32930.30859375,50051.78125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2690.590087890625,593.4400024414062,321.5199890136719,3003.35009765625,919.1400146484376,919.1599731445312,300.3900146484375,18235.98046875,76259.140625,108634.4296875,71973.8671875,88225.84375,78126.65625,32930.30859375,50051.78125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OE_BTC,-0.0032491617964233,60158.52883761632,0.0003213554893708,2,default
400,400,400,400,2021-04-18 00:04:06.377516+00:00,60167.955,0.01,408566.34567758586,286426.72561994026,-8.310071564210375e-08,-4.844771683565341e-05,-4.878011895925738e-05,-5.060833427705802e-05,-8.816985791781916e-05,-0.0001077816268661,-0.0001425177179044,-0.0001496643817517,-0.0001875583111541,-0.0002099955017911,-0.0002101616992149,-0.0002169759682146,-0.0002171421656385,-0.0002982484584208,-0.0003276661154814,42454.53125,94428.25,8005.1298828125,20001.55078125,7628.669921875,20001.5390625,102031.59375,5538.7001953125,21648.41015625,123600.453125,20001.869140625,2379.469970703125,92036.9765625,14429.2998046875,17656.23046875,224426.453125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25257.83984375,0.0,0.0,267247.75,94428.25,8005.1298828125,20001.55078125,7628.669921875,20001.5390625,102031.59375,5538.7001953125,21648.41015625,123600.453125,20001.869140625,2379.469970703125,117294.8203125,14429.2998046875,17656.23046875,366.7799987792969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.310071564210375e-08,0.000105454804725,0.0001315484259976,0.0001475037715863,0.000259855936747,0.0002600221196189,0.0002901045954786,0.0003057275316677,0.0003233448660466,0.0003437876584939,0.0003550893452484,0.0004501565708778,0.0004561398236546,0.0004563060065265,0.0004574694321489,901.77001953125,2948.5400390625,75583.078125,7612.8701171875,300.9200134277344,3009.179931640625,1007.219970703125,2888.93994140625,2792.10009765625,20009.439453125,18269.9296875,920.97998046875,25011.4609375,20013.849609375,920.989990234375,9288.3701171875,4886.14990234375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11533.4501953125,7834.68994140625,75583.078125,7612.8701171875,300.9200134277344,3009.179931640625,1007.219970703125,2888.93994140625,2792.10009765625,20009.439453125,18269.9296875,920.97998046875,25011.4609375,20013.849609375,920.989990234375,1343.31005859375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OE_BTC,0.0019037984801084,60182.12032707762,0.0003921553588017,2,default
401,401,401,401,2021-04-18 00:05:06.377516+00:00,60198.36500000001,0.01,207646.34151672552,263314.9470722801,-8.305873677727504e-08,-7.334085967158899e-05,-0.0001014147128444,-0.0001309836225118,-0.0001693567610345,-0.0002162018790841,-0.0002358037454541,-0.0002432790352031,-0.0002595585538074,-0.0002600568986963,-0.0002623825275804,-0.0002745091042015,-0.0002791604201775,-0.0002947754401247,-0.0003158723702654,15543.7802734375,6.019999980926514,4758.4501953125,4335.1298828125,2984.02001953125,601.8499755859375,20002.220703125,15535.509765625,1444.3900146484375,6018.27001953125,3009.1298828125,16589.919921875,89910.75,21657.029296875,7757.41015625,526418.625,0.0,0.0,0.0,0.0,2609.199951171875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,544794.25,6.019999980926514,4758.4501953125,4335.1298828125,2984.02001953125,3211.050048828125,20002.220703125,15535.509765625,1444.3900146484375,6018.27001953125,3009.1298828125,16589.919921875,89910.75,21657.029296875,7757.41015625,2831.830078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.305873677727504e-08,2.491761961209704e-07,1.370469090034021e-05,3.3804903068812564e-05,4.46025405835826e-05,4.709430140792392e-05,5.52340570720844e-05,6.769286846974865e-05,8.081614942057058e-05,0.0001105511764762,0.0001331431558355,0.0001333092659479,0.00014144902525,0.0001578946539666,0.0001580607640789,292674.28125,1854.1099853515625,921.0499877929688,921.0700073242188,20008.419921875,921.0800170898438,3010.080078125,199827.1875,15871.51953125,6468.35986328125,15533.1396484375,20010.310546875,3010.340087890625,25016.640625,82376.421875,409203.71875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,705979.5,1854.1099853515625,921.0499877929688,921.0700073242188,20008.419921875,921.0800170898438,3010.080078125,199827.1875,15871.51953125,6468.35986328125,15533.1396484375,20010.310546875,3010.340087890625,25016.640625,82376.421875,4101.509765625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OE_BTC,0.000505418540484,60208.15817559474,0.0004326508998953,2,default
402,402,402,402,2021-04-18 00:06:06.377516+00:00,60192.265,0.01,726241.8766590769,145715.04316454713,-8.306714960326643e-08,-6.454317917814477e-05,-6.470931111834943e-05,-0.000101923396869,-0.0001444537774659,-0.0001471119321649,-0.0001534250332042,-0.0001746902125887,-0.0002215400891145,-0.0002331694995518,-0.0002335017634322,-0.0002401471283519,-0.0002421407407382,-0.0002457957016304,-0.0002642366162035,323367.59375,21662.609375,66207.2109375,422.5799865722656,20000.919921875,8535.2802734375,7470.68994140625,5468.7001953125,2407.159912109375,139236.25,136401.25,536.760009765625,114337.609375,20000.900390625,2407.050048828125,153776.71875,0.0,0.0,595216.875,0.0,0.0,0.0,0.0,0.0,0.0,6017.81982421875,0.0,0.0,0.0,0.0,477144.28125,21662.609375,66207.2109375,595639.5,20000.919921875,8535.2802734375,7470.68994140625,5468.7001953125,2407.159912109375,139236.25,142419.0625,536.760009765625,114337.609375,20000.900390625,2407.050048828125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.306714960326643e-08,2.4920146302065405e-07,0.0001012588545563,0.0001014249937725,0.0002732078719418,0.0002861663233488,0.000287163129542,0.0003120832843706,0.0003137446183245,0.0003722239052876,0.0003805306332651,0.0003856807888951,0.0003983069909736,0.0004029587435069,0.0004242239519953,1327.5899658203125,4460.25,60.20000076293945,28097.630859375,3157.81005859375,3010.469970703125,10165.1796875,605.3400268554688,1191.6800537109375,21663.849609375,6438.02001953125,921.2999877929688,3010.81005859375,921.3099975585938,921.3300170898438,0.0,0.0,3009.919921875,818847.25,0.0,0.0,0.0,0.0,0.0,0.0,55509.421875,0.0,0.0,0.0,0.0,1450.6300048828125,4460.25,3070.1201171875,556142.1875,3157.81005859375,3010.469970703125,10165.1796875,605.3400268554688,0.0,21663.849609375,61947.44921875,921.2999877929688,3010.81005859375,921.3099975585938,921.3300170898438,123.04000091552734,0.0,0.0,1871.52001953125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OE_BTC,-0.0001013316557686,60234.67752136131,0.0004404610034611,2,default
403,403,403,403,2021-04-18 00:07:06.377516+00:00,60299.995,0.01,196705.6330935412,71514.8964517983,-8.29187456474756e-08,-2.487562369424268e-07,-2.1475954781635664e-05,-3.623549127951264e-05,-5.232172770774923e-05,-5.945274097030051e-05,-8.980100392363966e-05,-8.996683754958211e-05,-0.0001067164266714,-0.0001362354960292,-0.0001513267052359,-0.0002032338525168,-0.0002040630351984,-0.0002249585522804,-0.0002257877495139,243623.953125,77549.0625,111216.3515625,117887.59375,20001.169921875,21698.69921875,21700.830078125,5110.18017578125,7880.7900390625,143253.265625,19999.189453125,4943.58984375,75359.609375,24898.30078125,3014.320068359375,508162.6875,204593.765625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305855.875,772838.0625,282152.3125,111216.3515625,117887.59375,20001.169921875,21698.69921875,21700.830078125,5110.18017578125,7880.7900390625,143253.265625,19999.189453125,4943.58984375,75359.609375,24898.30078125,308870.1875,21051.390625,9.470000267028809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.29187456474756e-08,2.487562369424268e-07,7.877280950197019e-06,1.4676617865916342e-05,2.3300168322748505e-05,6.592040153918788e-05,0.0001123549009207,0.0001317578862654,0.0001775290293153,0.000242371490458,0.0002868159499485,0.0003120232431683,0.0003436981933191,0.0003569652035366,0.0003740464744623,60055.5390625,1139.6700439453125,265.23001098632807,991.0800170898438,88.0199966430664,301.5199890136719,2955.030029296875,7013.43994140625,413.8599853515625,17904.119140625,3015.860107421875,2895.300048828125,916.8699951171876,916.8900146484376,916.9000244140624,2412.0,0.0,0.0,0.0,1103.010009765625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2412.860107421875,0.0,37916.51953125,1139.6700439453125,0.0,0.0,1103.010009765625,0.0,2955.030029296875,7013.43994140625,0.0,17904.119140625,3015.860107421875,2895.300048828125,916.8699951171876,3329.75,916.9000244140624,5598.97998046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OE_BTC,0.0017897648476927,60259.80490297461,0.0004171580665373,2,default
404,404,404,404,2021-04-18 00:08:06.377516+00:00,60350.00500000001,0.01,388735.6859551068,156175.19909294855,-8.28500361649276e-08,-0.0001694283273536,-0.0002403479447821,-0.0002539353445172,-0.0002686826628632,-0.0003135873703286,-0.0003397679829504,-0.000339933700161,-0.0003400993882678,-0.0003402651054784,-0.0004009113181382,-0.0004017398168798,-0.0004068765265401,-0.0004111847083549,-0.0004143330152146,6035.0,3016.989990234375,5000.0,19998.759765625,211.1699981689453,312.6199951171875,21713.400390625,24916.080078125,16313.400390625,13492.3203125,4946.72021484375,3016.2900390625,6251.5498046875,19993.189453125,298.95001220703125,0.0,0.0,0.0,0.0,4016.68994140625,0.0,25727.900390625,25727.890625,25727.890625,24976.400390625,0.0,4946.7099609375,0.0,0.0,0.0,6035.0,3016.989990234375,5000.0,19998.759765625,4227.85986328125,312.6199951171875,47441.30078125,50643.96875,42041.2890625,38468.71875,4946.72021484375,7963.0,6251.5498046875,19993.189453125,298.95001220703125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.28500361649276e-08,2.4855009428392805e-07,1.3670255611941686e-05,2.676056101336144e-05,2.692626185307745e-05,4.018226536572911e-05,0.0001535211195005,0.0001656172244111,0.0001813587296055,0.0001994200283661,0.0001995857310248,0.0002106876345351,0.0002299088519066,0.0002343827509321,0.0002612261450849,110978.9609375,772.47998046875,917.3300170898438,17748.259765625,917.3400268554688,917.3599853515624,105111.359375,5000.0,18322.029296875,20006.75,3018.10009765625,3018.139892578125,3018.18994140625,14109.6103515625,16406.150390625,24743.5,0.0,0.0,0.0,0.0,0.0,402662.71875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135956.5,772.47998046875,917.3300170898438,17748.259765625,917.3400268554688,917.3599853515624,508761.3125,5000.0,18322.029296875,20006.75,3018.10009765625,3018.139892578125,3018.18994140625,14109.6103515625,16406.150390625,234.0399932861328,0.0,0.0,0.0,0.0,0.0,987.22998046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OE_BTC,0.0008293533026,60282.107391635865,0.0003701055570486,2,default
405,405,405,405,2021-04-18 00:09:06.377516+00:00,60261.345,0.01,316425.8245153415,259671.4413526849,-8.297192977124723e-08,-0.0001278597483178,-0.0001451178977731,-0.000173826192622,-0.0001880973577499,-0.0001882633077912,-0.0001912502921186,-0.0002076787350233,-0.0002461777185089,-0.0002463436685502,-0.0002514879161026,-0.0002923101128544,-0.0003001094737555,-0.0003475694102235,-0.000348399131326,9787.08984375,17678.259765625,6389.18994140625,2952.2900390625,21684.7890625,6025.0,3012.489990234375,1742.6700439453125,25692.509765625,48560.48828125,144.5500030517578,24993.419921875,451.8200073242188,24939.529296875,21678.51953125,0.0,0.0,0.0,0.0,0.0,602.5,0.0,5769.0400390625,0.0,0.0,0.0,0.0,4939.9501953125,0.0,4939.7099609375,9880.5498046875,17678.259765625,6389.18994140625,2952.2900390625,21684.7890625,602.5,3012.489990234375,0.0,25692.509765625,0.0,0.0,24993.419921875,4939.9501953125,24939.529296875,26618.23046875,93.45999908447266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.297192977124723e-08,2.4891579641916906e-07,6.463513273047283e-05,8.5212173871696e-05,0.0001023043878376,0.0001159117819042,0.0001291872904403,0.0001492665032856,0.0001499302743468,0.000153912929818,0.0001773110125213,0.0001784726191544,0.0001935735053848,0.0002083425060845,0.000212491111597,186839.203125,608.6400146484375,3615.909912109375,66293.1328125,88877.203125,916.0800170898438,916.0900268554688,5048.93017578125,114537.796875,916.1099853515624,5000.0,133052.765625,16329.2099609375,1982.3199462890625,3013.7099609375,66287.4921875,0.0,0.0,0.0,74567.46875,0.0,0.0,0.0,3821.139892578125,0.0,0.0,4430.0,0.0,0.0,0.0,255741.984375,608.6400146484375,3615.909912109375,66293.1328125,169491.703125,916.0800170898438,916.0900268554688,5048.93017578125,118358.9375,916.1099853515624,5000.0,137482.765625,16329.2099609375,1982.3199462890625,3013.7099609375,2615.2900390625,0.0,0.0,0.0,6047.02978515625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OE_BTC,-0.0014690968128339,60300.91002432291,0.0003119106730109,2,default
406,406,406,406,2021-04-18 00:10:06.377516+00:00,60315.22500000001,0.01,215581.6613428196,104227.00845095048,-8.289780595305279e-08,-6.258784560486673e-05,-6.275364285102114e-05,-6.291944009717554e-05,-6.308523006737231e-05,-7.535410986747593e-05,-9.1436282673385e-05,-0.0001221084676217,-0.0001317246205871,-0.0001320562150795,-0.0001323877950198,-0.000134543137392,-0.0001421697379555,-0.000178147398401,-0.0001806343207135,320766.8125,25720.19921875,21706.900390625,112439.0,19999.080078125,4541.2001953125,5000.0,6596.85986328125,17020.25,124847.546875,139115.796875,19999.9609375,105546.5234375,21701.599609375,25249.419921875,544422.625,0.0,25720.19921875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,865419.4375,25720.19921875,47427.1015625,112439.0,19999.080078125,4541.2001953125,5000.0,6596.85986328125,17020.25,124847.546875,139115.796875,19999.9609375,105546.5234375,21701.599609375,25249.419921875,230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.289780595305279e-08,2.486934249645856e-07,5.49612486793194e-05,0.0001252585934707,0.0001700234133749,0.0002426418795948,0.0002454604255035,0.0002691691915969,0.0003069705853704,0.0003204000240657,0.0003235501353628,0.0003354874206706,0.0003363164141774,0.0003429482458159,0.0003497458528727,2373.6298828125,488.5499877929688,27788.75,2187.72998046875,79424.53125,852.25,5419.97021484375,7810.919921875,5410.330078125,3016.72998046875,4342.5,5000.0,917.0999755859376,16826.400390625,917.1099853515624,1053.72998046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18583.119140625,488.5499877929688,0.0,2187.72998046875,79424.53125,852.25,5419.97021484375,7810.919921875,5410.330078125,3016.72998046875,4342.5,5000.0,917.0999755859376,16826.400390625,917.1099853515624,15155.76953125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OE_BTC,0.0008941054999687,60316.41640745288,0.0002571500682777,2,default
