Date,Open,High,Low,Close,Adj Close,Volume
1990-01-02,353.3999938964844,359.69000244140625,351.9800109863281,359.69000244140625,359.69000244140625,162070000
1990-01-03,359.69000244140625,360.5899963378906,357.8900146484375,358.760009765625,358.760009765625,192330000
1990-01-04,358.760009765625,358.760009765625,352.8900146484375,355.6700134277344,355.6700134277344,177000000
1990-01-05,355.6700134277344,355.6700134277344,351.3500061035156,352.20001220703125,352.20001220703125,158530000
1990-01-08,352.20001220703125,354.239990234375,350.5400085449219,353.7900085449219,353.7900085449219,140110000
1990-01-09,353.8299865722656,354.1700134277344,349.6099853515625,349.6199951171875,349.6199951171875,155210000
1990-01-10,349.6199951171875,349.6199951171875,344.32000732421875,347.30999755859375,347.30999755859375,175990000
1990-01-11,347.30999755859375,350.1400146484375,347.30999755859375,348.5299987792969,348.5299987792969,154390000
1990-01-12,348.5299987792969,348.5299987792969,339.489990234375,339.92999267578125,339.92999267578125,183880000
1990-01-15,339.92999267578125,339.94000244140625,336.57000732421875,337.0,337.0,140590000
1990-01-16,337.0,340.75,333.3699951171875,340.75,340.75,186070000
1990-01-17,340.7699890136719,342.010009765625,336.260009765625,337.3999938964844,337.3999938964844,170470000
1990-01-18,337.3999938964844,338.3800048828125,333.9800109863281,338.19000244140625,338.19000244140625,178590000
1990-01-19,338.19000244140625,340.4800109863281,338.19000244140625,339.1499938964844,339.1499938964844,185590000
1990-01-22,339.1400146484375,339.9599914550781,330.2799987792969,330.3800048828125,330.3800048828125,148380000
1990-01-23,330.3800048828125,332.760009765625,328.6700134277344,331.6099853515625,331.6099853515625,179300000
1990-01-24,331.6099853515625,331.7099914550781,324.1700134277344,330.260009765625,330.260009765625,207830000
1990-01-25,330.260009765625,332.3299865722656,325.3299865722656,326.0799865722656,326.0799865722656,172270000
1990-01-26,326.0899963378906,328.5799865722656,321.44000244140625,325.79998779296875,325.79998779296875,198190000
1990-01-29,325.79998779296875,327.30999755859375,321.7900085449219,325.20001220703125,325.20001220703125,150770000
1990-01-30,325.20001220703125,325.7300109863281,319.8299865722656,322.9800109863281,322.9800109863281,186030000
1990-01-31,322.9800109863281,329.0799865722656,322.9800109863281,329.0799865722656,329.0799865722656,189660000
1990-02-01,329.0799865722656,329.8599853515625,327.760009765625,328.7900085449219,328.7900085449219,154580000
1990-02-02,328.7900085449219,332.1000061035156,328.0899963378906,330.9200134277344,330.9200134277344,164400000
1990-02-05,330.9200134277344,332.1600036621094,330.45001220703125,331.8500061035156,331.8500061035156,130950000
1990-02-06,331.8500061035156,331.8599853515625,328.20001220703125,329.6600036621094,329.6600036621094,134070000
1990-02-07,329.6600036621094,333.760009765625,326.54998779296875,333.75,333.75,186710000
1990-02-08,333.75,336.0899963378906,332.0,332.9599914550781,332.9599914550781,176240000
1990-02-09,333.0199890136719,334.6000061035156,332.4100036621094,333.6199951171875,333.6199951171875,146910000
1990-02-12,333.6199951171875,333.6199951171875,329.9700012207031,330.0799865722656,330.0799865722656,118390000
1990-02-13,330.0799865722656,331.6099853515625,327.9200134277344,331.0199890136719,331.0199890136719,144490000
1990-02-14,331.0199890136719,333.20001220703125,330.6400146484375,332.010009765625,332.010009765625,138530000
1990-02-15,332.010009765625,335.2099914550781,331.6099853515625,334.8900146484375,334.8900146484375,174620000
1990-02-16,334.8900146484375,335.6400146484375,332.4200134277344,332.7200012207031,332.7200012207031,166840000
1990-02-20,332.7200012207031,332.7200012207031,326.260009765625,327.989990234375,327.989990234375,147300000
1990-02-21,327.9100036621094,328.1700134277344,324.4700012207031,327.6700134277344,327.6700134277344,159240000
1990-02-22,327.6700134277344,330.9800109863281,325.70001220703125,325.70001220703125,325.70001220703125,184320000
1990-02-23,325.70001220703125,326.1499938964844,322.1000061035156,324.1499938964844,324.1499938964844,148490000
1990-02-26,324.1600036621094,328.6700134277344,323.9800109863281,328.6700134277344,328.6700134277344,148900000
1990-02-27,328.67999267578125,331.94000244140625,328.4700012207031,330.260009765625,330.260009765625,152590000
1990-02-28,330.260009765625,333.4800109863281,330.1600036621094,331.8900146484375,331.8900146484375,184400000
1990-03-01,331.8900146484375,334.3999938964844,331.0799865722656,332.739990234375,332.739990234375,157930000
1990-03-02,332.739990234375,335.5400085449219,332.7200012207031,335.5400085449219,335.5400085449219,164330000
1990-03-05,335.5400085449219,336.3800048828125,333.489990234375,333.739990234375,333.739990234375,140110000
1990-03-06,333.739990234375,337.92999267578125,333.57000732421875,337.92999267578125,337.92999267578125,143640000
1990-03-07,337.92999267578125,338.8399963378906,336.3299865722656,336.95001220703125,336.95001220703125,163580000
1990-03-08,336.95001220703125,340.6600036621094,336.95001220703125,340.2699890136719,340.2699890136719,170900000
1990-03-09,340.1199951171875,340.2699890136719,336.8399963378906,337.92999267578125,337.92999267578125,150410000
1990-03-12,337.92999267578125,339.0799865722656,336.1400146484375,338.6700134277344,338.6700134277344,114790000
1990-03-13,338.6700134277344,338.6700134277344,335.3599853515625,336.0,336.0,145440000
1990-03-14,336.0,337.6300048828125,334.92999267578125,336.8699951171875,336.8699951171875,145060000
1990-03-15,336.8699951171875,338.9100036621094,336.8699951171875,338.07000732421875,338.07000732421875,144410000
1990-03-16,338.07000732421875,341.9100036621094,338.07000732421875,341.9100036621094,341.9100036621094,222520000
1990-03-19,341.9100036621094,343.760009765625,339.1199951171875,343.5299987792969,343.5299987792969,142300000
1990-03-20,343.5299987792969,344.489990234375,340.8699951171875,341.57000732421875,341.57000732421875,177320000
1990-03-21,341.57000732421875,342.3399963378906,339.55999755859375,339.739990234375,339.739990234375,130990000
1990-03-22,339.739990234375,339.7699890136719,333.6199951171875,335.69000244140625,335.69000244140625,175930000
1990-03-23,335.69000244140625,337.5799865722656,335.69000244140625,337.2200012207031,337.2200012207031,132070000
1990-03-26,337.2200012207031,339.739990234375,337.2200012207031,337.6300048828125,337.6300048828125,116110000
1990-03-27,337.6300048828125,341.5,337.0299987792969,341.5,341.5,131610000
1990-03-28,341.5,342.5799865722656,340.6000061035156,342.0,342.0,142300000
1990-03-29,342.0,342.07000732421875,339.7699890136719,340.7900085449219,340.7900085449219,132190000
1990-03-30,340.7900085449219,341.4100036621094,338.2099914550781,339.94000244140625,339.94000244140625,139340000
1990-04-02,339.94000244140625,339.94000244140625,336.3299865722656,338.70001220703125,338.70001220703125,124360000
1990-04-03,338.70001220703125,343.760009765625,338.70001220703125,343.6400146484375,343.6400146484375,154310000
1990-04-04,343.6400146484375,344.1199951171875,340.3999938964844,341.0899963378906,341.0899963378906,159530000
1990-04-05,341.0899963378906,342.8500061035156,340.6300048828125,340.7300109863281,340.7300109863281,144170000
1990-04-06,340.7300109863281,341.7300109863281,338.94000244140625,340.0799865722656,340.0799865722656,137490000
1990-04-09,340.0799865722656,341.8299865722656,339.8800048828125,341.3699951171875,341.3699951171875,114970000
1990-04-10,341.3699951171875,342.4100036621094,340.6199951171875,342.07000732421875,342.07000732421875,136020000
1990-04-11,342.07000732421875,343.0,341.260009765625,341.9200134277344,341.9200134277344,141080000
1990-04-12,341.9200134277344,344.7900085449219,341.9100036621094,344.3399963378906,344.3399963378906,142470000
1990-04-16,344.3399963378906,347.29998779296875,344.1000061035156,344.739990234375,344.739990234375,142810000
1990-04-17,344.739990234375,345.19000244140625,342.05999755859375,344.67999267578125,344.67999267578125,127990000
1990-04-18,344.67999267578125,345.3299865722656,340.1099853515625,340.7200012207031,340.7200012207031,147130000
1990-04-19,340.7200012207031,340.7200012207031,337.5899963378906,338.0899963378906,338.0899963378906,152930000
1990-04-20,338.0899963378906,338.5199890136719,333.4100036621094,335.1199951171875,335.1199951171875,174260000
1990-04-23,335.1199951171875,335.1199951171875,330.0899963378906,331.04998779296875,331.04998779296875,136150000
1990-04-24,331.04998779296875,332.9700012207031,329.7099914550781,330.3599853515625,330.3599853515625,137360000
1990-04-25,330.3599853515625,332.739990234375,330.3599853515625,332.0299987792969,332.0299987792969,133480000
1990-04-26,332.0299987792969,333.760009765625,330.6700134277344,332.9200134277344,332.9200134277344,141330000
1990-04-27,332.9200134277344,333.57000732421875,328.7099914550781,329.1099853515625,329.1099853515625,130630000
1990-04-30,329.1099853515625,331.30999755859375,327.760009765625,330.79998779296875,330.79998779296875,122750000
1990-05-01,330.79998779296875,332.8299865722656,330.79998779296875,332.25,332.25,149020000
1990-05-02,332.25,334.4800109863281,332.1499938964844,334.4800109863281,334.4800109863281,141610000
1990-05-03,334.4800109863281,337.0199890136719,334.4700012207031,335.57000732421875,335.57000732421875,145560000
1990-05-04,335.5799865722656,338.4599914550781,335.1700134277344,338.3900146484375,338.3900146484375,140550000
1990-05-07,338.3900146484375,341.07000732421875,338.1099853515625,340.5299987792969,340.5299987792969,132760000
1990-05-08,340.5299987792969,342.0299987792969,340.1700134277344,342.010009765625,342.010009765625,144230000
1990-05-09,342.010009765625,343.0799865722656,340.8999938964844,342.8599853515625,342.8599853515625,152220000
1990-05-10,342.8699951171875,344.9800109863281,342.7699890136719,343.82000732421875,343.82000732421875,158460000
1990-05-11,343.82000732421875,352.30999755859375,343.82000732421875,352.0,352.0,234040000
1990-05-14,352.0,358.4100036621094,351.95001220703125,354.75,354.75,225410000
1990-05-15,354.75,355.0899963378906,352.8399963378906,354.2799987792969,354.2799987792969,165730000
1990-05-16,354.2699890136719,354.67999267578125,351.95001220703125,354.0,354.0,159810000
1990-05-17,354.0,356.9200134277344,354.0,354.4700012207031,354.4700012207031,164770000
1990-05-18,354.4700012207031,354.6400146484375,352.5199890136719,354.6400146484375,354.6400146484375,162520000
1990-05-21,354.6400146484375,359.07000732421875,353.7799987792969,358.0,358.0,166280000
1990-05-22,358.0,360.5,356.0899963378906,358.42999267578125,358.42999267578125,203350000
1990-05-23,358.42999267578125,359.2900085449219,356.989990234375,359.2900085449219,359.2900085449219,172330000
1990-05-24,359.2900085449219,359.55999755859375,357.8699951171875,358.4100036621094,358.4100036621094,155140000
1990-05-25,358.4100036621094,358.4100036621094,354.32000732421875,354.5799865722656,354.5799865722656,120250000
1990-05-29,354.5799865722656,360.6499938964844,354.54998779296875,360.6499938964844,360.6499938964844,137410000
1990-05-30,360.6499938964844,362.260009765625,360.0,360.8599853515625,360.8599853515625,199540000
1990-05-31,360.8599853515625,361.8399963378906,360.2300109863281,361.2300109863281,361.2300109863281,165690000
1990-06-01,361.260009765625,363.5199890136719,361.2099914550781,363.1600036621094,363.1600036621094,187860000
