,index,Unnamed: 0.1,Unnamed: 0,tic,date,high,low,open,close,adjcp,zopen,zhigh,zlow,zadjcp,zclose,zd_5,zd_10,zd_15,zd_20,zd_25,zd_30,BTC,pct_return,key_indicator_filtered,pct_return_filtered,label
289,289,2089,2089,BTC,2019-01-17 23:59:59,3680.13601133,3621.96099215,3651.87098588,3678.56397636,3678.56397636,-0.0072563616268578,0.0004273501779776,-0.0153872501807104,0.0,0.0064451562790892,-0.0092192773092826,0.0144444173328142,0.0322600817712097,0.0353838162615827,0.0384992865127051,0.0447441891504634,BTC,0.0064451562790894,3633.758956132463,0.0013069329702037,1
290,290,2090,2090,BTC,2019-01-18 23:59:59,3682.52000204,3637.08086521,3677.99058389,3657.83943502,3657.83943502,0.005509030461281,0.006747307381431,-0.0056750904950224,0.0,-0.0056338673115882,0.0021291567238947,0.0099945333348947,0.0348480369461512,0.0390278778944597,0.0397820194177016,0.0498605427096892,BTC,-0.0056338673115881,3639.56683626402,0.0015983118863056,1
291,291,2091,2091,BTC,2019-01-19 23:59:59,3758.53352345,3652.37783507,3652.37783507,3728.56836493,3728.56836493,-0.0204342585150454,0.0080366391566921,-0.0204342585150454,0.0,0.0193362587851297,-0.0156729290865764,-0.0173909462894392,0.0129083441394548,0.0174757611895692,0.0191254156427245,0.0263167589427251,BTC,0.0193362587851297,3642.945665536679,0.0009283602760068,1
292,292,2092,2092,BTC,2019-01-20 23:59:59,3743.38797121,3583.01948596,3725.44612463,3601.0135915,3601.0135915,0.0345548635039081,0.0395373069532609,-0.0049969557411485,0.0,-0.0342101206001072,0.0175464095351221,0.0152513537884546,0.0442668955291556,0.0515493768187016,0.0523779850426593,0.0599352372943315,BTC,-0.0342101206001072,3642.015557529115,-0.0002553175624777,1
293,293,2093,2093,BTC,2019-01-21 23:59:59,3608.84084892,3558.53714829,3600.37273885,3576.03243928,3576.03243928,0.0068065097236369,0.0091745279711741,-0.0048923748000234,0.0,-0.0069372557434849,0.0202378259612687,0.0192303010156267,0.0422293414703303,0.055155199435974,0.0588481642314104,0.0632555094733828,BTC,-0.0069372557434848,3636.3682079838864,-0.0015506110438089,1
294,294,2094,2094,BTC,2019-01-22 23:59:59,3620.74655094,3539.72132372,3575.08123989,3604.57705248,3604.57705248,-0.0081828775361333,0.0044858240577421,-0.0179926043515642,0.0,0.0079822019751438,0.0080534064716488,0.0095853612834349,0.0261956205788511,0.0420994066015576,0.0469194213220769,0.0511883534854809,BTC,0.007982201975144,3626.53213209045,-0.0027049174700847,1
295,295,2095,2095,BTC,2019-01-23 23:59:59,3623.06775216,3565.31403323,3605.55702187,3585.12306636,3585.12306636,0.0056996524615113,0.0105839283889703,-0.0055253425791356,0.0,-0.0053970232392772,0.0094668539745439,0.0159610028051555,0.0234756581136794,0.0442449605013286,0.0499751968296893,0.0523042424754809,BTC,-0.0053970232392772,3613.356285366511,-0.0036331807478965,1
296,296,2096,2096,BTC,2019-01-24 23:59:59,3616.08741447,3569.09284671,3584.5003014,3600.86550122,3600.86550122,-0.0045447961925975,0.0042272929230049,-0.0088236160165481,0.0,0.0043910444826051,-0.0020392794592055,0.0085982252126632,0.0109580962304656,0.0361131477076668,0.042440161390483,0.0457169369336969,BTC,0.0043910444826049,3597.585556391077,-0.0043645651659933,1
297,297,2097,2097,BTC,2019-01-25 23:59:59,3612.92766233,3575.59733314,3607.3903841,3599.7658879,3599.7658879,0.0021180533505327,0.0036562862252351,-0.0067139240474605,0.0,-0.000305374727167,-0.0018037557591802,0.0080476711778332,0.0098009126709945,0.0330206952699481,0.0411703296966508,0.0436516627783634,BTC,-0.0003053747271669,3579.744715078185,-0.0049591152269324,1
298,298,2098,2098,BTC,2019-01-26 23:59:59,3654.93319305,3593.34583728,3599.7153629,3602.46043861,3602.46043861,-0.0007620002375541,0.0145658100440504,-0.0025301044897849,0.0,0.000748534986416,-0.0010831622893561,0.0058350499926964,0.0074743649901276,0.0256667938467844,0.0377149503497737,0.0423864324158733,BTC,0.000748534986416,3560.2707694145297,-0.0054400375483842,1
